source_id,designation,ra,dec,l,b,ecl_lon,ecl_lat,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,a_g_percentile_lower,a_g_percentile_upper,a_g_val,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_gof_al,astrometric_matched_observations,astrometric_n_bad_obs_al,astrometric_n_good_obs_al,astrometric_n_obs_ac,astrometric_n_obs_al,astrometric_params_solved,astrometric_primary_flag,astrometric_pseudo_colour,astrometric_pseudo_colour_error,astrometric_sigma5d_max,astrometric_weight_al,bp_g,bp_rp,dec_parallax_corr,dec_pmdec_corr,dec_pmra_corr,duplicated_source,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,e_bp_min_rp_val,flame_flags,frame_rotator_object_type,g_rp,lum_percentile_lower,lum_percentile_upper,lum_val,matched_observations,mean_varpi_factor_al,parallax_over_error,parallax_pmdec_corr,parallax_pmra_corr,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_n_obs,phot_bp_rp_excess_factor,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_n_obs,phot_proc_mode,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_n_obs,phot_variable_flag,pmra_pmdec_corr,priam_flags,ra_dec_corr,radial_velocity,radial_velocity_error,radius_percentile_lower,radius_percentile_upper,radius_val,random_index,ra_parallax_corr,ra_pmdec_corr,ra_pmra_corr,ref_epoch,rv_nb_transits,rv_template_fe_h,rv_template_logg,rv_template_teff,solution_id,teff_percentile_lower,teff_percentile_upper,teff_val,visibility_periods_used
148080473682357376,"Gaia DR2 148080473682357376",70.14937754890124,25.009813492729172,174.75406297715503,-14.067600972992626,72.05542962287889,2.798682061165922,13.27430943170923,185.65826269642565,-46.36270762912334,13.324509,14.310825,12.341253,0.029546769278611718,0.016456175993593544,0.0353490593079183,0.08218407148989823,0.03811586789661188,0.0952,0.4791,0.2615,227.41954,0.06691379692392585,1.1487175370557037,1.9397465,22,0,193,0,193,31,0,1.3895431794016775,0.004695678845734196,0.086458296,73.744,0.9863167,1.9695721,-0.2385399,-0.49499807,0.26094654,0,0.0619,0.242,0.133,,0,0.9832554,,,,23,-0.044933695,375.52087,0.3970762,-0.19108887,26075.038853473474,42.38301930631771,615.2237,21,1.3493017,88215.0426921793,25.24807888675069,3493.931,182,0,92953.66595819828,150.43894266764613,617.883,22,"NOT_AVAILABLE",-0.35449716,100001,-0.05580663,96.8915599520584,1.671236319880365,,,,1500092201,0.11183108,0.16958988,-0.23848784,2015.5,8,0.0,3.0,4000.0,1635721458409799680,3724.0,4082.3367,3761.0,9
