(0.03961023224168981, 0.0007096297637964599, 0.0006834850346928295)
(89.4211619933782, 0.09876156880056897, 0.07169590212916432)
(2993.1727707299774, 0.0010643886371326516, 0.0011081781076427433)
(11.023608993561362, 0.00036061498651740465, 0.00039251794670569495)
(0.030981630604061117, 0.0010932325534993917, 0.000859750753417262)
(88.49632078176857, 0.16996143757481263, 0.14738196225924582)
(2990.7684081600582, 0.001672119274189754, 0.0018665277953004988)
(4.867826271875201, 0.00025248842365055424, 0.0002210756738065811)
(0.02562804056884284, 0.001167442238251836, 0.0013839320696501095)
(88.15482291018745, 0.48117749252993747, 0.33275730741834764)
(2988.3111178462473, 0.0020658351604652125, 0.0017960946142920875)
(3.07163817712227, 0.00013618671249160386, 0.00012119355887296734)
(0.037748678072373754, 0.0007358907146793395, 0.0006059818575700551)
(89.16959282087345, 0.010018334938109774, 0.009505249457291143)
(3004.8631016505633, 0.002928411176071677, 0.0035029402774853224)
(26.58570034502442, 0.002724512107956656, 0.002356309598226858)
