planet,2mass,prior_t0,prior_period,prior_rp,prior_a,prior_inc,prior_teff,prior_ecc,prior_w,method,mcmc_t0,mcmc_period,mcmc_rp,mcmc_a,mcmc_inc,mcmc_teff,mcmc_ecc,mcmc_w,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
e,-,3004.8659|0.001,26.5837|0.001,0.0372|0.01,-,88.8|0.6,-,0.|0.8,0.|360.,-,3004.8656|0.0037|0.0039,26.5841|0.0030|0.0029,0.0338|0.0056|0.0058,-,88.9599|0.3054|0.3223,-,0.4269|0.3359|0.3775,114.7737|215.2661|93.5001,,,,,,,,,,,,,,,,,,,,,
