(0.03796301852597595, 0.0005427951643846851, 0.0005568444142581702)
(89.51152281260542, 0.09448333735548431, 0.07909492435287291)
(2993.1720037980954, 0.0011434099428697664, 0.0011833174398816482)
(11.024192219181701, 0.0004162921374479822, 0.00039050814715757554)
(0.0301595085451645, 0.0007868238957698948, 0.0007786437269736539)
(88.16344806661579, 0.08633925261334241, 0.07529705125372743)
(2990.7690429815034, 0.0013525164858947392, 0.0013423680852611142)
(4.867762761554501, 0.00017140631387668748, 0.00017177627208120327)
(0.02478974676712332, 0.0008503556537922223, 0.0008676557101671388)
(87.60189441005815, 0.17466035354792098, 0.14694779438194416)
(2988.3133247116943, 0.0016693021375431272, 0.0017139910573860107)
(3.0714772696483514, 0.0001154494961377317, 0.00011285498247426418)
(0.036958669274973426, 0.0014186441141132641, 0.0014362618344697445)
(89.17191565228065, 0.008609159795909704, 0.00811567090740084)
(3004.8654143403746, 0.0026075310292981158, 0.002627799846322887)
(26.585265285950335, 0.0023003576993296804, 0.0021605941262627937)
