0.0010224449 0.0001847918 3473.0000000000 -0.0007586272
0.0011764823 0.0001848374 3474.7136824210 -0.0007577052
0.0013137945 0.0001849684 3479.6414265300 -0.0007550541
0.0014420197 0.0001851658 3487.0741363425 -0.0007510553
0.0015688188 0.0001853903 3495.5342237487 -0.0007465037
0.0017013938 0.0001855737 3502.4533402483 -0.0007427812
0.0018467577 0.0001858187 3511.7084258574 -0.0007378019
0.0029960963 0.0001862381 3527.5760559064 -0.0007292650
0.0031835645 0.0001867053 3545.2978574564 -0.0007197306
0.0033447354 0.0001870950 3560.1151621657 -0.0007117588
0.0034867783 0.0001876467 3581.1410225300 -0.0007004468
0.0036172174 0.0001881524 3600.4672048665 -0.0006900492
0.0037436259 0.0001888378 3626.7464794975 -0.0006759108
0.0038734953 0.0001894542 3650.4620335898 -0.0006631517
0.0040138484 0.0001900480 3673.3832463962 -0.0006508200
0.0051440558 0.0001908151 3703.0957635530 -0.0006348345
0.0053417701 0.0001914329 3727.1144087823 -0.0006219124
0.0056585346 0.0001921496 3755.0719700854 -0.0006068711
0.0057919594 0.0001929473 3786.3145882421 -0.0005900624
0.0059188724 0.0001938186 3820.5897903000 -0.0005716221
0.0060468209 0.0001946330 3852.7653748501 -0.0005543115
0.0061829024 0.0001954272 3884.2726689882 -0.0005373604
0.0063339965 0.0001961686 3913.8007367392 -0.0005214742
0.0074968045 0.0001969540 3945.2017387388 -0.0005045803
0.0076746940 0.0001977619 3977.6324311100 -0.0004871324
0.0078286533 0.0001985440 4009.1559783528 -0.0004701726
0.0079659687 0.0001994046 4043.9892055109 -0.0004514321
0.0082209865 0.0002002308 4077.5698792089 -0.0004333656
0.0083535810 0.0002010250 4109.9798907060 -0.0004159288
0.0096483974 0.0002018750 4144.8091230660 -0.0003971905
0.0099969519 0.0002026132 4175.1789512032 -0.0003808514
0.0101389948 0.0002034098 4208.0736378447 -0.0003631539
0.0102694144 0.0002041985 4240.7671278580 -0.0003455646
0.0103958228 0.0002049117 4270.4420144457 -0.0003295994
0.0105257052 0.0002057092 4303.7489951177 -0.0003116800
0.0106660909 0.0002064887 4336.4256107115 -0.0002940999
0.0117964155 0.0002072341 4367.7932305345 -0.0002772239
0.0119940582 0.0002080451 4402.0440458100 -0.0002587968
0.0121631603 0.0002086540 4427.8521250565 -0.0002449119
0.0123106958 0.0002092299 4452.3245495865 -0.0002317456
0.0124441303 0.0002099451 4482.8164088378 -0.0002153409
0.0125710336 0.0002106414 4512.6021858362 -0.0001993160
0.0126989625 0.0002113314 4542.2142379193 -0.0001833845
0.0129862683 0.0002119840 4570.3102404313 -0.0001682687
0.0141490828 0.0002126247 4597.9789087669 -0.0001533829
0.0143269431 0.0002131897 4622.4463047530 -0.0001402193
0.0144808567 0.0002137666 4647.4962015316 -0.0001267423
0.0146181429 0.0002143032 4670.8606437035 -0.0001141721
0.0147463778 0.0002147856 4691.9111553691 -0.0001028468
0.0148731542 0.0002153180 4715.2013961842 -0.0000903166
0.0150058040 0.0002159282 4741.9647637240 -0.0000759177
0.0163007637 0.0002163961 4762.5358196991 -0.0000648504
0.0164881017 0.0002168418 4782.1751434592 -0.0000542844
0.0166492010 0.0002172377 4799.6544342218 -0.0000448804
0.0167911462 0.0002177173 4820.8685489770 -0.0000334671
0.0169215495 0.0002180577 4835.9562929579 -0.0000253498
0.0170479905 0.0002184309 4852.5242258639 -0.0000164362
0.0173183042 0.0002187295 4865.7988631164 -0.0000092944
0.0186463463 0.0002191097 4882.7294891830 -0.0000001856
0.0188153605 0.0002193579 4893.7980345098 0.0000057693
0.0189628895 0.0002196276 4905.8391276526 0.0000122475
0.0190962979 0.0002198661 4916.4987368235 0.0000179824
0.0192231980 0.0002200713 4925.6834317567 0.0000229238
0.0193511367 0.0002203660 4938.8809079845 0.0000300241
0.0194872996 0.0002205507 4947.1632249547 0.0000344801
0.0196384751 0.0002205820 4948.5704801115 0.0000352372
0.0208014263 0.0002208320 4959.7936633775 0.0000412753
0.0209791921 0.0002209946 4967.1009865414 0.0000452067
0.0211330928 0.0002210199 4968.2369591842 0.0000458178
0.0212703529 0.0002211943 4976.0801911555 0.0000500375
0.0213985097 0.0002212597 4979.0248041675 0.0000516218
0.0216579587 0.0002212315 4977.7531000996 0.0000509376
0.0218034300 0.0002212798 4979.9300035904 0.0000521088
0.0229530974 0.0002214141 4985.9743014669 0.0000553606
0.0231403670 0.0002214471 4987.4622421657 0.0000561611
0.0233013849 0.0002214560 4987.8626976899 0.0000563766
0.0234433594 0.0002214927 4989.5147380720 0.0000572654
0.0235737139 0.0002214956 4989.6451790064 0.0000573356
0.0237001224 0.0002215306 4991.2239384960 0.0000581850
0.0238300666 0.0002215558 4992.3568773792 0.0000587945
0.0239704816 0.0002215952 4994.1363004544 0.0000597518
0.0251011318 0.0002216202 4995.2627123975 0.0000603578
0.0252986345 0.0002216137 4994.9682662669 0.0000601994
0.0254676226 0.0002216570 4996.9206565875 0.0000612498
0.0256151125 0.0002216307 4995.7326529821 0.0000606107
0.0257484689 0.0002215777 4993.3446201026 0.0000593259
0.0260033402 0.0002215928 4994.0276200806 0.0000596934
0.0261394998 0.0002216295 4995.6781022616 0.0000605813
0.0262907144 0.0002215723 4993.1009199637 0.0000591948
0.0274537340 0.0002215455 4991.8941371785 0.0000585455
0.0276314412 0.0002215546 4992.3050882401 0.0000587666
0.0277852637 0.0002215055 4990.0917965804 0.0000575759
0.0279224945 0.0002215762 4993.2790914842 0.0000592906
0.0280507067 0.0002215071 4990.1650348226 0.0000576153
0.0281774895 0.0002213942 4985.0792838217 0.0000548791
0.0283101491 0.0002214290 4986.6466129704 0.0000557223
0.0284556530 0.0002214876 4989.2844544454 0.0000571415
0.0296054312 0.0002214269 4986.5522767509 0.0000556716
0.0297926356 0.0002213829 4984.5715974525 0.0000546060
0.0299536014 0.0002213843 4984.6318085198 0.0000546384
0.0300955434 0.0002214398 4987.1308879196 0.0000559829
0.0302259109 0.0002215058 4990.1042751589 0.0000575826
0.0303523193 0.0002214584 4987.9709254689 0.0000564348
0.0304822473 0.0002213965 4985.1840692858 0.0000549355
0.0306227242 0.0002213488 4983.0355231067 0.0000537795
0.0317535241 0.0002213100 4981.2874739964 0.0000528391
0.0319509226 0.0002214152 4986.0240926594 0.0000553874
0.0321198554 0.0002215253 4990.9859790269 0.0000580569
0.0322672737 0.0002215153 4990.5348834449 0.0000578142
0.0324006365 0.0002215733 4993.1485878726 0.0000592204
0.0325275236 0.0002215288 4991.1403245588 0.0000581400
0.0326554818 0.0002214238 4986.4130485841 0.0000555967
0.0327917000 0.0002213515 4983.1534584745 0.0000538430
0.0329429895 0.0002214686 4988.4298665667 0.0000566817
0.0341060449 0.0002214292 4986.6534324234 0.0000557260
0.0342836903 0.0002215513 4992.1564900553 0.0000586867
0.0344374672 0.0002215520 4992.1885734265 0.0000587039
0.0347028678 0.0002215658 4992.8086972753 0.0000590376
0.0348296605 0.0002214699 4988.4870432442 0.0000567125
0.0349623689 0.0002215045 4990.0471100198 0.0000575518
0.0351078467 0.0002215052 4990.0767247075 0.0000575678
0.0362577649 0.0002215265 4991.0387779328 0.0000580853
0.0364449042 0.0002215945 4994.1039181010 0.0000597344
0.0366058537 0.0002216402 4996.1639901633 0.0000608427
