-0.2499754928 0.99997493
-0.2496391460 1.00012455
-0.2492069807 1.00009284
-0.2488706199 1.00042471
-0.2484384761 1.00000773
-0.2481021014 1.00010345
-0.2476699678 0.99999472
-0.2473335792 1.00039539
-0.2469014553 0.99977387
-0.2465650531 0.99998502
-0.2461329507 0.99988090
-0.2457965309 1.00010897
-0.2450280124 1.00004515
-0.2445959302 1.00025676
-0.2442594863 1.00008354
-0.2438274215 1.00023533
-0.2434909641 1.00002337
-0.2430589132 1.00009487
-0.2427224456 0.99997000
-0.2422904048 1.00028145
-0.2419539195 0.99988144
-0.2415218961 1.00006865
-0.2411853973 0.99996465
-0.2407533877 0.99987867
-0.2404168788 0.99992320
-0.2399848794 0.99989382
-0.2396483531 0.99980062
-0.2392163706 0.99996607
-0.2388798346 1.00005391
-0.2384478585 0.99969802
-0.2381113127 1.00006489
-0.2376793536 1.00038777
-0.2373427867 0.99984534
-0.2369108414 1.00006093
-0.2365742682 0.99989355
-0.2358057463 0.99984450
-0.2353738281 0.99988401
-0.2350372206 1.00000331
-0.2346053156 1.00021754
-0.2342687021 1.00011561
-0.2338368073 1.00013656
-0.2335001802 1.00016518
-0.2330683023 1.00004567
-0.2327316546 0.99991826
-0.2322997902 1.00043917
-0.2319631323 0.99948707
-0.2315312815 0.99977309
-0.2311946104 0.99996586
-0.2307627769 0.99967572
-0.2304260885 1.00010220
-0.2299942644 1.00013584
-0.2296575666 1.00031966
-0.2292257594 0.99986487
-0.2288890410 1.00014832
-0.2284572473 0.99999826
-0.2276887386 1.00003947
-0.2273520009 1.00005050
-0.2265834753 1.00011263
-0.2261517215 1.00028282
-0.2258149572 0.99988975
-0.2253832128 0.99976105
-0.2250464353 0.99995476
-0.2246147041 0.99995399
-0.2242779100 0.99998800
-0.2238461953 1.00000903
-0.2235093918 1.00019643
-0.2230776870 0.99993648
-0.2227408700 1.00028442
-0.2219723447 0.99993750
-0.2215406695 0.99971334
-0.2212038265 1.00003355
-0.2207721608 1.00015053
-0.2204353047 0.99993649
-0.2200036483 0.99994901
-0.2196667794 0.99991189
-0.2192351396 0.99987092
-0.2188982612 0.99991159
-0.2184666350 1.00000361
-0.2181297397 1.00022049
-0.2173612145 0.99989893
-0.2169296138 0.99967674
-0.2165926963 1.00020161
-0.2161611088 1.00014539
-0.2158241748 1.00008761
-0.2153925963 1.00022278
-0.2150556495 0.99998409
-0.2146240876 1.00013521
-0.2142871280 1.00038105
-0.2138555826 1.00006011
-0.2135186099 0.99996300
-0.2130870701 1.00002082
-0.2127500846 0.99976638
-0.2123185614 0.99988722
-0.2119815668 0.99985036
-0.2115500489 0.99972027
-0.2112130453 1.00006780
-0.2107815440 0.99970889
-0.2104445201 0.99989169
-0.2100130348 1.00013109
-0.2092445224 1.00018799
-0.2089074812 1.00000010
-0.2084760174 1.00002538
-0.2081389559 1.00000124
-0.2077075087 0.99982824
-0.2073704381 1.00000016
-0.2069389962 1.00014721
-0.2066019166 0.99976245
-0.2061704912 0.99988713
-0.2058333913 1.00035042
-0.2054019821 0.99983600
-0.2050648740 0.99984467
-0.2046334696 1.00001571
-0.2042963524 1.00041008
-0.2038649646 1.00012841
-0.2035278275 1.00012387
-0.2030964522 1.00001439
-0.2027593098 0.99971328
-0.2023279468 0.99985913
-0.2019907886 1.00042429
-0.2015594381 0.99988511
-0.2012222634 1.00000099
-0.2007909256 1.00002604
-0.2000224165 1.00018136
-0.1996852245 1.00028319
-0.1989166996 0.99996230
-0.1984853990 1.00006412
-0.1981481784 0.99991219
-0.1977168899 1.00018383
-0.1973796610 0.99997853
-0.1969483812 1.00003180
-0.1966111361 1.00022726
-0.1961798721 1.00027918
-0.1958426146 0.99999332
-0.1954113634 0.99980210
-0.1950740972 0.99990705
-0.1946428505 1.00015183
-0.1943055723 1.00009045
-0.1938743455 0.99999324
-0.1935370512 1.00005771
-0.1931058364 1.00034027
-0.1927685338 1.00000781
-0.1923373240 1.00007682
-0.1920000089 0.99992258
-0.1915688186 0.99989606
-0.1912314882 0.99979702
-0.1908003099 0.99996836
-0.1904629670 1.00019569
-0.1892632920 1.00002093
-0.1884947792 0.99980171
-0.1877262701 1.00049179
-0.1873888828 0.99999025
-0.1869577651 0.99994167
-0.1866203617 0.99989133
-0.1861892522 0.99996469
-0.1858518409 0.99992311
-0.1854207431 0.99999680
-0.1850833198 0.99993864
-0.1846522378 1.00001913
-0.1843147990 0.99990178
-0.1838837253 0.99998052
-0.1835462779 1.00011198
-0.1831152162 1.00014054
-0.1827777571 1.00048107
-0.1823467071 1.00033328
-0.1820092364 1.00032008
-0.1815781980 0.99975549
-0.1812407115 1.00015774
-0.1800411764 1.00002616
-0.1797036737 1.00009911
-0.1792726711 0.99991528
-0.1789351492 1.00012376
-0.1785041620 1.00010316
-0.1781666322 0.99988179
-0.1777356529 1.00017461
-0.1773981114 1.00013340
-0.1769671438 0.99991818
-0.1766295869 0.99992619
-0.1761986346 0.99998530
-0.1758610699 0.99984583
-0.1754301255 1.00003551
-0.1750925491 0.99988756
-0.1746616164 1.00016217
-0.1743240246 0.99996745
-0.1738931036 0.99996861
-0.1735555076 1.00006292
-0.1731245945 1.00019184
-0.1723560891 0.99986084
-0.1720184623 1.00022934
-0.1712499457 1.00010025
-0.1708190672 0.99981202
-0.1704814249 0.99989190
-0.1700505618 0.99986623
-0.1697129004 0.99991163
-0.1692820490 1.00013946
-0.1689443800 0.99976433
-0.1685135395 0.99997118
-0.1681758630 1.00022846
-0.1677450341 0.99990006
-0.1674073388 0.99993712
-0.1669765213 1.00011729
-0.1666388181 1.00005735
-0.1662080122 1.00006041
-0.1658703014 0.99999925
-0.1654394993 0.99997830
-0.1651017773 0.99982265
-0.1646709936 0.99993947
-0.1643332565 0.99978091
-0.1639024845 1.00033584
-0.1635647399 1.00003300
-0.1631339716 0.99997297
-0.1627962157 1.00005420
-0.1620276954 1.00020023
-0.1615969568 0.99991960
-0.1612591784 1.00049346
-0.1608284439 0.99980560
-0.1604906542 1.00011265
-0.1600599382 1.00009520
-0.1597221338 1.00005684
-0.1592914291 1.00053860
-0.1589536134 1.00001647
-0.1585229162 1.00001617
-0.1581850930 1.00005408
-0.1577544068 1.00000080
-0.1574165727 1.00009117
-0.1569858976 0.99984619
-0.1566480523 0.99996094
-0.1558795323 0.99992084
-0.1554488791 0.99978549
-0.1551110119 1.00006053
-0.1546803696 1.00000871
-0.1539118605 1.00016831
-0.1535739711 1.00010824
-0.1528054511 1.00005504
-0.1523748419 1.00020863
-0.1520369345 1.00005827
-0.1516063324 0.99991561
-0.1512684103 1.00004682
-0.1508378229 0.99996404
-0.1504998903 0.99961493
-0.1497313737 1.00012526
-0.1493008044 1.00030258
-0.1489628499 0.99999687
-0.1485322911 1.00010097
-0.1481943295 0.99970702
-0.1477637858 1.00033033
-0.1474258133 0.99998148
-0.1469952763 0.99991980
-0.1466572895 0.99967718
-0.1458887691 1.00001527
-0.1454582573 1.00027427
-0.1451202528 0.99998520
-0.1446897482 0.99980264
-0.1443517291 1.00024223
-0.1435832091 1.00006681
-0.1431527293 0.99992063
-0.1428146853 0.99983265
-0.1423842160 0.99994520
-0.1420461690 0.99976429
-0.1416157065 1.00002121
-0.1412776490 1.00024138
-0.1408472008 1.00000058
-0.1405091252 0.99994014
-0.1400786876 1.00028385
-0.1397406090 0.99996204
-0.1393101785 0.99989743
-0.1385416728 1.00022024
-0.1382035652 0.99980780
-0.1377731595 0.99986100
-0.1374350452 0.99995150
-0.1370046500 0.99974326
-0.1366665289 1.00021023
-0.1362361406 0.99980024
-0.1354676311 0.99984146
-0.1343609693 1.00009751
-0.1339306080 1.00007564
-0.1331620985 1.00009870
-0.1328239259 1.00004282
-0.1323935928 1.00003846
-0.1320554100 0.99998530
-0.1316250795 0.99994573
-0.1312868862 0.99996754
-0.1308565701 0.99988163
-0.1305183666 1.00009612
-0.1300880643 1.00011405
-0.1297498503 0.99997113
-0.1293195507 1.00006763
-0.1289813269 0.99972850
-0.1285510412 1.00013472
-0.1282128073 1.00005759
-0.1277825318 0.99992761
-0.1274442911 1.00000664
-0.1270140223 1.00020673
-0.1262455162 0.99989293
-0.1259072518 1.00014341
-0.1251387322 1.00023188
-0.1247084935 1.00008530
-0.1243702088 1.00037619
-0.1239399874 1.00013413
-0.1236016891 1.00016588
-0.1231714741 1.00003979
-0.1228331732 0.99998563
-0.1224029647 0.99972941
-0.1220646499 0.99978109
-0.1216344586 0.99999999
-0.1212961302 0.99976710
-0.1208659453 0.99999958
-0.1205276143 0.99999364
-0.1200974355 0.99987274
-0.1197590909 0.99972444
-0.1193289222 0.99961048
-0.1189905713 0.99965546
-0.1185604161 0.99985442
-0.1182220554 1.00013366
-0.1177919066 0.99985517
-0.1170233930 0.99980764
-0.1166850128 0.99988238
-0.1159164969 1.00009535
-0.1154863774 1.00004800
-0.1151479739 1.00003663
-0.1147178638 1.00014741
-0.1143794542 0.99978182
-0.1139493581 1.00005218
-0.1136109387 1.00001310
-0.1131808483 1.00014112
-0.1128424153 1.00003496
-0.1124123350 1.00019123
-0.1120738961 1.00001732
-0.1116438252 1.00027762
-0.1113053765 0.99984465
-0.1108753153 1.00020910
-0.1105368572 0.99993035
-0.1101068054 0.99993276
-0.1097683379 1.00000463
-0.1093382960 1.00002138
-0.1089998187 1.00004210
-0.1085697861 0.99986526
-0.1078012763 0.99976664
-0.1074627798 1.00007372
-0.1066942605 0.99984300
-0.1062642528 1.00007033
-0.1059257375 0.99997690
-0.1054957467 0.99970542
-0.1051572220 0.99994836
-0.1047272334 0.99985337
-0.1043887027 1.00015289
-0.1039587236 0.99986981
-0.1036201797 1.00027892
-0.1031902175 0.99980465
-0.1028516642 0.99993830
-0.1024217039 1.00026290
-0.1020831450 1.00044355
-0.1016531978 1.00008371
-0.1013146219 1.00004461
-0.1008846879 1.00026461
-0.1005461064 1.00013397
-0.1001161743 1.00000864
-0.0997775838 0.99989520
-0.0993476682 0.99982691
-0.0990090683 0.99980367
-0.0985791584 0.99997706
-0.0982405490 1.00011063
-0.0974720264 0.99996088
-0.0970421383 1.00019073
-0.0967035109 0.99991348
-0.0962736246 1.00015020
-0.0959349920 1.00009654
-0.0955051148 0.99979459
-0.0951664690 0.99971199
-0.0947366087 1.00022855
-0.0943979539 1.00001110
-0.0939680951 1.00009748
-0.0936294346 0.99990536
-0.0931995848 0.99993619
-0.0928609120 1.00005196
-0.0924310750 0.99988401
-0.0920923927 0.99995131
-0.0916625651 1.00006935
-0.0913238776 0.99995187
-0.0908940553 0.99976133
-0.0905553549 1.00006305
-0.0901255450 1.00008191
-0.0897868361 0.99995182
-0.0893570352 1.00027217
-0.0890183206 1.00011508
-0.0882497979 0.99994584
-0.0878200113 0.99985932
-0.0874812790 1.00022379
-0.0870515015 0.99985588
-0.0867127639 1.00009458
-0.0862829950 1.00020320
-0.0859442413 0.99991411
-0.0855144814 0.99997376
-0.0851757224 0.99998256
-0.0847459712 0.99998747
-0.0844072073 0.99992358
-0.0839774651 1.00014785
-0.0836386846 1.00007147
-0.0832089511 1.00025216
-0.0828701661 0.99981135
-0.0821016510 0.99975089
-0.0816719272 0.99975114
-0.0813331283 1.00029743
-0.0809034211 1.00010653
-0.0801349109 1.00044635
-0.0797960909 1.00006738
-0.0790275721 1.00023002
-0.0785978908 1.00014017
-0.0782590532 1.00014339
-0.0778293806 0.99993694
-0.0774905347 1.00001020
-0.0770608703 0.99993391
-0.0767220158 1.00003073
-0.0762923605 1.00054137
-0.0759534973 0.99998874
-0.0755238503 0.99962348
-0.0751849784 0.99981208
-0.0747553400 1.00002293
-0.0744164561 0.99984442
-0.0739868298 0.99996858
-0.0736479414 1.00002008
-0.0732183162 0.99974927
-0.0728794225 0.99965200
-0.0724498097 1.00014190
-0.0721109002 1.00006852
-0.0716812995 1.00011184
-0.0713423855 0.99981046
-0.0709127855 0.99976246
-0.0705738666 1.00003806
-0.0698053481 0.99984325
-0.0693757688 0.99955200
-0.0690368296 1.00007929
-0.0686072548 1.00007317
-0.0682683111 0.99967423
-0.0678387483 1.00051179
-0.0674997926 0.99994687
-0.0670702381 1.00024295
-0.0667312741 0.99993151
-0.0663017241 1.00049444
-0.0659627556 1.00011485
-0.0655332139 0.99992401
-0.0651942371 1.00006433
-0.0647647036 1.00001570
-0.0644257185 0.99993545
-0.0639961934 0.99999457
-0.0636572004 1.00000276
