-0.2494596165  1.00010432 0.99998646
-0.2494257877  1.00001324 0.99998646
-0.2493877188  1.00010703 0.99998646
-0.2485143962  1.00017830 0.99998646
-0.2484232971  0.99997081 0.99998646
-0.2483506598  0.99953699 0.99998646
-0.2475007811  0.99998532 0.99998646
-0.2473902132  1.00020871 0.99998646
-0.2473418090  1.00001994 0.99998646
-0.2473113555  1.00003852 0.99998646
-0.2463011447  0.99983302 0.99998646
-0.2462704035  0.99992477 0.99998646
-0.2462246022  0.99949486 0.99998646
-0.2453364165  1.00000010 0.99998646
-0.2452623169  0.99995902 0.99998646
-0.2452285066  0.99998846 0.99998646
-0.2451903925  1.00014911 0.99998646
-0.2442259851  1.00000785 0.99998646
-0.2441863036  1.00015626 0.99998646
-0.2441533212  1.00015183 0.99998646
-0.2433033275  1.00002895 0.99998646
-0.2431928663  0.99997464 0.99998646
-0.2431445258  1.00021540 0.99998646
-0.2431140271  0.99993483 0.99998646
-0.2421038348  0.99981850 0.99998646
-0.2420730998  0.99965993 0.99998646
-0.2420272409  1.00014369 0.99998646
-0.2411390101  1.00000124 0.99998646
-0.2410649968  0.99995083 0.99998646
-0.2410312070  0.99979938 0.99998646
-0.2409930847  1.00019406 0.99998646
-0.2400286527  0.99994498 0.99998646
-0.2399890225  1.00028716 0.99998646
-0.2399560257  0.99999324 0.99998646
-0.2391059128  0.99998299 0.99998646
-0.2389955174  1.00009486 0.99998646
-0.2389472201  1.00002984 0.99998646
-0.2389167172  1.00038762 0.99998646
-0.2388606401  0.99991790 0.99998646
-0.2379065229  1.00033072 0.99998646
-0.2378757776  0.99985138 0.99998646
-0.2369416448  1.00000016 0.99998646
-0.2368676561  1.00040089 0.99998646
-0.2368338848  0.99990671 0.99998646
-0.2367957358  1.00003743 0.99998646
-0.2359221708  0.99971979 0.99998646
-0.2358313017  0.99966901 0.99998646
-0.2357917003  1.00000812 0.99998646
-0.2357587076  1.00034027 0.99998646
-0.2349084797  0.99996855 0.99998646
-0.2347498958  1.00001309 0.99998646
-0.2347193868  1.00012677 0.99998646
-0.2346632830  1.00011747 0.99998646
-0.2337092130  1.00042541 0.99998646
-0.2336325596  0.99999342 0.99998646
-0.2327442589  0.99976245 0.99998646
-0.2326703359  1.00007838 0.99998646
-0.2326365832  0.99978503 0.99998646
-0.2325984074  1.00034636 0.99998646
-0.2317247418  0.99994929 0.99998646
-0.2316339898  0.99960287 0.99998646
-0.2315943986  1.00033852 0.99998646
-0.2315613710  1.00007682 0.99998646
-0.2307110240  0.99988482 0.99998646
-0.2306008237  0.99987022 0.99998646
-0.2305526106  1.00007120 0.99998646
-0.2305220995  0.99985651 0.99998646
-0.2304659054  0.99949132 0.99998646
-0.2295715814  1.00006698 0.99998646
-0.2295119011  0.99990288 0.99998646
-0.2294811908  0.99999391 0.99998646
-0.2294352168  1.00016032 0.99998646
-0.2285468525  1.00035042 0.99998646
-0.2284730363  1.00002449 0.99998646
-0.2284393041  0.99991597 0.99998646
-0.2284011017  1.00009697 0.99998646
-0.2275273333  1.00001082 0.99998646
-0.2273971175  0.99990463 0.99998646
-0.2273640735  0.99989606 0.99998646
-0.2265135908  0.99994663 0.99998646
-0.2264034769  1.00015354 0.99998646
-0.2263553069  1.00046051 0.99998646
-0.2262685688  1.00042516 0.99998646
-0.2253741956  0.99987302 0.99998646
-0.2253145912  1.00001009 0.99998646
-0.2252838665  0.99976341 0.99998646
-0.2252378967  0.99990836 0.99998646
-0.2243494892  0.99984467 0.99998646
-0.2242756977  1.00020222 0.99998646
-0.2242419819  1.00016481 0.99998646
-0.2242037528  0.99985075 0.99998646
-0.2233299248  1.00012649 0.99998646
-0.2232393043  0.99987658 0.99998646
-0.2231997974  0.99990954 0.99998646
-0.2231667575  0.99996836 0.99998646
-0.2223161577  0.99995080 0.99998646
-0.2222061506  0.99987998 0.99998646
-0.2221579826  0.99997343 0.99998646
-0.2221274613  0.99991190 0.99998646
-0.2220712117  0.99967408 0.99998646
-0.2211768508  1.00023461 0.99998646
-0.2211172813  0.99989705 0.99998646
-0.2210865628  1.00029173 0.99998646
-0.2210405355  0.99999674 0.99998646
-0.2201521033  1.00041008 0.99998646
-0.2200446803  0.99983733 0.99998646
-0.2200064244  1.00053646 0.99998646
-0.2191325163  1.00019696 0.99998646
-0.2190419739  1.00007698 0.99998646
-0.2190024957  1.00001153 0.99998646
-0.2181187225  0.99979825 0.99998646
-0.2180087832  1.00014453 0.99998646
-0.2179606974  1.00003351 0.99998646
-0.2179301720  1.00051561 0.99998646
-0.2178738340  1.00014312 0.99998646
