-0.2497927413  0.99975944 0.99998657
-0.2494396254  0.99978939 0.99998657
-0.2491651182  1.00016539 0.99998657
-0.2489093776  1.00016802 0.99998657
-0.2486143034  0.99974854 0.99998657
-0.2471249308  0.99971664 0.99998657
-0.2468633558  0.99973241 0.99998657
-0.2466006738  1.00002138 0.99998657
-0.2451108975  1.00000135 0.99998657
-0.2448167577  1.00021307 0.99998657
-0.2445614468  1.00032612 0.99998657
-0.2442855429  1.00001645 0.99998657
-0.2431404011  1.00008033 0.99998657
-0.2427874057  1.00013086 0.99998657
-0.2425129831  1.00001983 0.99998657
-0.2422571676  0.99997170 0.99998657
-0.2419620511  1.00009889 0.99998657
-0.2404727046  1.00000106 0.99998657
-0.2402111946  0.99998389 0.99998657
-0.2399484768  0.99986526 0.99998657
-0.2384586452  0.99975729 0.99998657
-0.2381645802  0.99992448 0.99998657
-0.2379092466  1.00000817 0.99998657
-0.2376333231  1.00017690 0.99998657
-0.2364880608  0.99991199 0.99998657
-0.2361351533  1.00013062 0.99998657
-0.2358607862  1.00029494 0.99998657
-0.2356049902  1.00000016 0.99998657
-0.2341407331  0.99999025 0.99998657
-0.2338205076  0.99994751 0.99998657
-0.2335590628  0.99975979 0.99998657
-0.2332962798  0.99976664 0.99998657
-0.2318063896  0.99992284 0.99998657
-0.2315124354  0.99993995 0.99998657
-0.2312571115  0.99991741 0.99998657
-0.2298357206  1.00018029 0.99998657
-0.2294829629  0.99990740 0.99998657
-0.2292086185  0.99980062 0.99998657
-0.2289528421  0.99999654 0.99998657
-0.2274884384  0.99989133 0.99998657
-0.2271683139  1.00030958 0.99998657
-0.2269068658  1.00000411 0.99998657
-0.2251541373  1.00002821 0.99998657
-0.2248602254  0.99998338 0.99998657
-0.2246049438  0.99980436 0.99998657
-0.2243288804  1.00020760 0.99998657
-0.2231833804  1.00007635 0.99998657
-0.2228307431  1.00036416 0.99998657
-0.2225564866  1.00032118 0.99998657
-0.2220053299  0.99991790 0.99998657
-0.2208361471  0.99992311 0.99998657
-0.2205161169  0.99968929 0.99998657
-0.2199918533  1.00007033 0.99998657
-0.2185018817  1.00044639 0.99998657
-0.2182080512  1.00017353 0.99998657
-0.2176766573  1.00013434 0.99998657
-0.2165310434  1.00002592 0.99998657
-0.2161784908  1.00015810 0.99998657
-0.2159042864  1.00005905 0.99998657
-0.2156484546  1.00005777 0.99998657
-0.2153530776  1.00011747 0.99998657
-0.2141838524  0.99993864 0.99998657
-0.2136025728  1.00005066 0.99998657
-0.2133396889  0.99970542 0.99998657
-0.2118496294  1.00017981 0.99998657
-0.2115558737  1.00020140 0.99998657
-0.2113006085  1.00014958 0.99998657
-0.2110244376  0.99992206 0.99998657
-0.2098787032  1.00007932 0.99998657
-0.2095263036  1.00016729 0.99998657
-0.2089963098  0.99988659 0.99998657
-0.2087007927  0.99949132 0.99998657
-0.2075315610  0.99990178 0.99998657
-0.2069503791  0.99993561 0.99998657
-0.2066874626  0.99985337 0.99998657
-0.2051973770  1.00031653 0.99998657
-0.2049036963  0.99994137 0.99998657
-0.2046484441  1.00044409 0.99998657
-0.2043722146  1.00010836 0.99998657
-0.2032263629  1.00015066 0.99998657
-0.2028740806  1.00035525 0.99998657
-0.2025999543  0.99975115 0.99998657
-0.2023440965  1.00002113 0.99998657
-0.2020485730  1.00042516 0.99998657
-0.2008792664  1.00011198 0.99998657
-0.2002982147  0.99985639 0.99998657
-0.2000352657  0.99986981 0.99998657
-0.1985450922  0.99979027 0.99998657
-0.1982515189  0.99996478 0.99998657
-0.1979962438  1.00001887 0.99998657
-0.1977200274  1.00001920 0.99998657
-0.1965739934  0.99988650 0.99998657
-0.1959477899  0.99963609 0.99998657
-0.1956919191  0.99991854 0.99998657
-0.1953963206  0.99967408 0.99998657
-0.1942269750  1.00048107 0.99998657
-0.1939073388  1.00017597 0.99998657
-0.1936460535  1.00007256 0.99998657
-0.1933831012  0.99980465 0.99998657
-0.1915993414  1.00020855 0.99998657
-0.1913441087  1.00004725 0.99998657
-0.1910677718  0.99988282 0.99998657
-0.1899216857  1.00000533 0.99998657
-0.1895696410  0.99990051 0.99998657
-0.1892956222  0.99957401 0.99998657
-0.1887440358  1.00014312 0.99998657
-0.1875746836  1.00032008 0.99998657
-0.1872551125  1.00001850 0.99998657
-0.1869938891  0.99993104 0.99998657
-0.1867308717  1.00026290 0.99998657
-0.1852406168  0.99970156 0.99998657
-0.1849471672  1.00005712 0.99998657
-0.1846919085  1.00004448 0.99998657
-0.1844155520  0.99983804 0.99998657
-0.1832693162  1.00029271 0.99998657
-0.1829174213  0.99983317 0.99998657
-0.1826434578  1.00024507 0.99998657
-0.1820918160  1.00017419 0.99998657
-0.1809223564  1.00015774 0.99998657
-0.1806029155  0.99987219 0.99998657
-0.1803417572  1.00009499 0.99998657
-0.1800787073  1.00008371 0.99998657
-0.1785883319  0.99978633 0.99998657
-0.1782949898  0.99989910 0.99998657
-0.1780397408  0.99996104 0.99998657
-0.1777632964  0.99978355 0.99998657
-0.1766170085  1.00003725 0.99998657
-0.1762651690  0.99983508 0.99998657
-0.1759912901  0.99999473 0.99998657
-0.1754395311  1.00010777 0.99998657
-0.1739507544  0.99961749 0.99998657
-0.1736895635  1.00000914 0.99998657
-0.1734265103  1.00026461 0.99998657
-0.1719361122  1.00005475 0.99998657
-0.1716428124  1.00035940 0.99998657
-0.1713876057  1.00002548 0.99998657
-0.1711111092  0.99975786 0.99998657
-0.1699646716  0.99991942 0.99998657
-0.1696129492  1.00011755 0.99998657
-0.1693391257  0.99994325 0.99998657
-0.1690832028  1.00002019 0.99998657
-0.1687872788  0.99988801 0.99998657
-0.1676178061  1.00009911 0.99998657
-0.1672985281  1.00010590 0.99998657
-0.1670373991  1.00005457 0.99998657
-0.1667742808  1.00000864 0.99998657
