2.988582529880000038e+03,1.000440677550000323e+00
2.988602962020000177e+03,9.999963732479999479e-01
2.988623394260000168e+03,9.999312804509998820e-01
2.988643826510000054e+03,1.000004801150000233e+00
2.988664258750000045e+03,9.996145765830002361e-01
2.988684691089999887e+03,9.993879500529998516e-01
2.988705123220000132e+03,9.997148353070000049e-01
2.988725555460000123e+03,9.996456127300001882e-01
2.988868581220000124e+03,1.000544568050000027e+00
2.988889013450000220e+03,1.000041511740000111e+00
2.988909445580000011e+03,1.000106514510000100e+00
2.988929877919999853e+03,9.994391440069998467e-01
2.988950310149999950e+03,9.996733711090000085e-01
2.989011606839999786e+03,9.997337319359997920e-01
2.989032038970000031e+03,9.997295212789998331e-01
2.989052471299999979e+03,1.000208803730000096e+00
2.989072903530000076e+03,1.000432825999999942e+00
2.989093335659999866e+03,1.000100977149999792e+00
2.989134200219999911e+03,1.000389346890000031e+00
2.989154632539999966e+03,1.000398313819999885e+00
2.989175064670000211e+03,1.000294287120000014e+00
2.989195496899999853e+03,1.000213065190000084e+00
2.989215929219999907e+03,9.999887094059998205e-01
2.989236361350000152e+03,9.999293013479997327e-01
2.989256793569999900e+03,9.997167446779999800e-01
2.989277225889999954e+03,9.995156018150002097e-01
2.989297658120000051e+03,9.997239873709999891e-01
2.989318090239999947e+03,1.000117154739999847e+00
2.989338522560000001e+03,9.995148599900001152e-01
2.989358954780000204e+03,9.995078184479999628e-01
2.989379386909999994e+03,9.995354131420000066e-01
2.989399819230000048e+03,9.999314815550000013e-01
2.989420251349999944e+03,1.000311391169999897e+00
2.989440683559999798e+03,1.000319109739999934e+00
2.989501980219999950e+03,1.000421069589999767e+00
2.989522412540000005e+03,1.000430848799999772e+00
2.989542844650000006e+03,1.000171476460000264e+00
2.989563276870000209e+03,9.999853178630000450e-01
2.989583709179999914e+03,1.000028947699999726e+00
2.989604141299999810e+03,9.999829891949998384e-01
2.989624573510000118e+03,9.999685527260000484e-01
2.989645005830000173e+03,9.998848211490001248e-01
2.989665438040000026e+03,9.999466294019998536e-01
2.989685870249999880e+03,9.999508027330001880e-01
2.989706302470000082e+03,9.997982454320002432e-01
2.989747166889999789e+03,1.000167564439999879e+00
2.989767599100000098e+03,1.000023087579999803e+00
2.989788031309999951e+03,9.998411077160000993e-01
2.989808463620000111e+03,9.998672507239998453e-01
2.989828895730000113e+03,9.999875912960001223e-01
2.989849327939999966e+03,1.000251797599999826e+00
2.989869760239999778e+03,1.000249431709999914e+00
2.989890192349999779e+03,1.000093421749999933e+00
2.989910624560000088e+03,1.000287679529999973e+00
2.989931056859999899e+03,9.997576481690000350e-01
2.989951488969999900e+03,9.999941922020001428e-01
2.989971921180000209e+03,9.999804933240001859e-01
2.989992353480000020e+03,1.000059604620000098e+00
2.990012785580000127e+03,1.000086508239999894e+00
2.990033217789999981e+03,9.999021143700002057e-01
2.990053649989999940e+03,9.999606641879998925e-01
2.990074082189999899e+03,9.999384313480002007e-01
2.990094514400000207e+03,9.999089629759998488e-01
2.990114946600000167e+03,9.999970946549998629e-01
2.990135378800000126e+03,1.000188275780000247e+00
2.990155811000000085e+03,9.997521321940001648e-01
2.990176243299999896e+03,1.000147576049999820e+00
2.990196675400000004e+03,9.998521652000000870e-01
2.990237539889999880e+03,9.999592884860000197e-01
2.990257971989999987e+03,1.000126609959999691e+00
2.990278404189999947e+03,9.998282204199999690e-01
2.990298836479999864e+03,9.999033808859998373e-01
2.990319268579999971e+03,1.000126957079999990e+00
2.990339700779999930e+03,9.998342730090001851e-01
2.990360133069999847e+03,1.000175238229999763e+00
2.990380565169999954e+03,1.000034624200000000e+00
2.990400997360000019e+03,1.000186894230000068e+00
2.990421429649999936e+03,1.000018621119999729e+00
2.990441861740000149e+03,1.000198381499999734e+00
2.990482726230000026e+03,9.996474610490002632e-01
2.990503158420000091e+03,9.999688490839999666e-01
2.990523590610000156e+03,1.000165506580000141e+00
2.990544022800000221e+03,1.000058313030000257e+00
2.990564454989999831e+03,9.998887398920000003e-01
2.990584887179999896e+03,9.999583372980000995e-01
2.990605319369999961e+03,1.000155892670000046e+00
2.990625751560000026e+03,1.000198801619999855e+00
2.990646183840000049e+03,9.997297377189999779e-01
2.990666615929999807e+03,9.998283039940001338e-01
2.990687048119999872e+03,9.998769098019999468e-01
2.990707480399999895e+03,9.998681128640001248e-01
2.990727912490000108e+03,1.000037450392624372e+00
2.990748344669999824e+03,9.998849781019618632e-01
2.990768776960000196e+03,1.000078143721415014e+00
2.990789209040000060e+03,9.996348342111089913e-01
2.990809641219999776e+03,9.999620186519999621e-01
2.990830073409999841e+03,1.000108081690000095e+00
2.990850505590000012e+03,1.000088293300000153e+00
