    0.409149551949581469E+00    0.292572376365542230E+00    0.865487122756466931E+01   -0.393473607435417261E+00    0.750298304677175452E+02    0.434895619992030580E+00   -0.477467413184681959E+02
    0.457702996641514370E+00    0.104652745831394695E+00    0.102562211012532281E+02   -0.218395307922198079E+00    0.747435775458702523E+02    0.526201118520877253E+00   -0.476125936601765716E+02
    0.242291762786361664E+00    0.233042426402675196E+00    0.769816077354050421E+01   -0.488982876913535591E+00    0.751571723496769408E+02    0.122733645844718270E+00   -0.466439509826771967E+02
    0.413633106604258005E+00    0.256967292110529266E+00    0.964849596775906093E+01   -0.402495972194167884E-01    0.752844527338244802E+02    0.155553710076170137E+00   -0.461961618255470370E+02
    0.370478548914374317E+00    0.287345182906291019E+00    0.966373181690889282E+01   -0.932656967604977183E+00    0.754379792058350205E+02    0.604498992976725824E+00   -0.450120142300855193E+02
    0.356653103502102553E+00    0.307387235547391613E+00    0.813225852179425956E+01   -0.231836720376582317E+00    0.747071454400294073E+02    0.122147592498195262E+00   -0.449050189107424984E+02
    0.393255728136488625E+00    0.305592121748636703E+00    0.860544790668733128E+01   -0.293429219471608160E+00    0.757573902296747832E+02    0.203580508278523781E+00   -0.445435921333708222E+02
    0.353390514476081941E+00    0.352649595842152497E+00    0.877940777957859808E+01   -0.416970250464259173E+00    0.750951361710162928E+02    0.225700272229748644E+00   -0.442360925599757024E+02
    0.346778856414919512E+00    0.339720727072650219E+00    0.986576853632227468E+01   -0.774466121550603237E+00    0.753173705301298924E+02    0.635435374910511164E+00   -0.437657833204040116E+02
    0.351642397954020802E+00    0.335336115031502568E+00    0.999472574276636294E+01   -0.365402088863925556E+00    0.751051148356478251E+02    0.427085089384346972E+00   -0.434155096606203017E+02
    0.340991163336795799E+00    0.320706998275139488E+00    0.100211060229539406E+02   -0.103040366929285643E+01    0.754430250048640261E+02    0.747095838290106951E+00   -0.434053972709994795E+02
    0.349090658670314025E+00    0.216758731159367529E+00    0.784250551367796866E+01   -0.466582011472396196E+00    0.755054937660042782E+02    0.346858196632959137E+00   -0.433353717459356673E+02
    0.427205593582643095E+00    0.142602633377993171E+00    0.100269165514772922E+02   -0.147006916554826894E+00    0.746579778058229095E+02    0.248278419710039222E+00   -0.432440203469032411E+02
    0.437440987347631260E+00    0.182807163731395883E+00    0.826181546859447913E+01   -0.283698019943377844E+00    0.749520621828435338E+02    0.305762222126776562E+00   -0.431215508972311170E+02
    0.424552508988830735E+00    0.262223238253308177E+00    0.825906146385961115E+01   -0.474749530078202309E+00    0.756659888038966812E+02    0.518980732607230766E+00   -0.430160555351473590E+02
    0.417003274737086094E+00    0.276309788756420094E+00    0.851773985501803743E+01   -0.213403918435766116E-01    0.754136646508673891E+02    0.632231717112456265E-01   -0.428742924179291691E+02
    0.406796755246582153E+00    0.223830147384927569E+00    0.102927599989365319E+02   -0.411282638124896849E+00    0.747077396019946747E+02    0.388491902844598502E+00   -0.427316263415628157E+02
    0.429445217556085335E+00    0.165577250617399474E+00    0.986891393679388784E+01   -0.360165153113793934E-01    0.746395745619003179E+02    0.139868350430410043E+00   -0.427039888640280552E+02
    0.424711638961293214E+00    0.207719577132730759E+00    0.906083774619651194E+01   -0.511004376510638458E+00    0.751324108480853567E+02    0.423652269498502487E+00   -0.426682611873987341E+02
    0.422446172125289454E+00    0.267240192542302801E+00    0.823770237498704105E+01   -0.392661871348455538E+00    0.752381727937038107E+02    0.478222979799316328E+00   -0.426609487127151041E+02
    0.373826945311349745E+00    0.323673751844493041E+00    0.897441419158339926E+01   -0.496839635853034700E+00    0.759418504440312603E+02    0.397309027696806705E+00   -0.425792956107312932E+02
    0.396016903296528999E+00    0.253189734407726630E+00    0.100582424850364376E+02   -0.389290300334335093E+00    0.757105222366160859E+02    0.225558491280664047E+00   -0.425784519883773243E+02
    0.340033614293310638E+00    0.315694777245025870E+00    0.102623560159353211E+02   -0.113184116860078854E+01    0.754435096342096614E+02    0.776788446347981387E+00   -0.425480821000720653E+02
    0.360033588472837174E+00    0.292346181797775773E+00    0.101086668256558703E+02   -0.872211749720351648E+00    0.754534109824270303E+02    0.570962541224857345E+00   -0.425240975993330110E+02
    0.340488824278276869E+00    0.319257246431514596E+00    0.101050321524973477E+02   -0.137736749509622713E+01    0.754278243617521440E+02    0.877371110790434838E+00   -0.424789464467586981E+02
    0.420356525367748535E+00    0.222672260250025705E+00    0.947174044723087505E+01   -0.271063250321936344E+00    0.758572647235973108E+02    0.253690460911236648E+00   -0.424704251754088489E+02
    0.380376841019467560E+00    0.260337524616653548E+00    0.102482769667409137E+02   -0.666754023563779885E+00    0.757306411353992530E+02    0.546536945994912204E+00   -0.423774296885537751E+02
    0.429249742634019882E+00    0.202698844498266889E+00    0.969084361934942073E+01   -0.904816999828659263E-01    0.755757995841494932E+02    0.278532272519938617E+00   -0.423741551628353506E+02
    0.332549488120846115E+00    0.317620304826431832E+00    0.101666215666905622E+02   -0.306475707454670676E+00    0.754919182967916669E+02    0.105844920712454924E+00   -0.423353878527826168E+02
    0.462250145223006836E+00    0.111920012906622748E+00    0.898752975953648914E+01   -0.955531246098972886E-01    0.757527550304640158E+02    0.310334278055463764E+00   -0.422477465847131981E+02
    0.433496578929935594E+00    0.191589941603200253E+00    0.962084284827405867E+01   -0.299976863025799734E+00    0.755806961259137466E+02    0.425219427118459725E+00   -0.422385617066471184E+02
    0.410410998473873578E+00    0.214332835201046901E+00    0.985276527653342526E+01   -0.574066874586907971E+00    0.752515186033009940E+02    0.433163148105832174E+00   -0.421623823565381883E+02
    0.454152023789909487E+00    0.187953427166619252E+00    0.836998544131566824E+01   -0.132685799850540409E+00    0.750930415532354658E+02    0.231972483692870601E+00   -0.421336842988219402E+02
    0.459484234405711012E+00    0.112352342135388444E+00    0.990322021331923352E+01   -0.230703077862969952E+00    0.747658498584867743E+02    0.364745840225275120E+00   -0.421151023351064779E+02
    0.456582331231384531E+00    0.118859046518130063E+00    0.889817196798469467E+01   -0.320275534775391613E-01    0.750190705677994885E+02    0.135930165496861405E+00   -0.421048628965645833E+02
    0.383039566352278316E+00    0.242421909367372346E+00    0.904509820617118976E+01   -0.152857235261125268E+00    0.752051152598882879E+02    0.306129938085551931E-01   -0.420862874803286289E+02
    0.358320939896231039E+00    0.356399899698359779E+00    0.852343056638603613E+01   -0.267891445514168325E+00    0.747373799314268297E+02    0.246325334639469012E+00   -0.420481203911405572E+02
    0.395626044992610670E+00    0.304086800640289812E+00    0.858028131514863190E+01   -0.185912283196931316E+00    0.757871038786868070E+02    0.230334271687051340E+00   -0.420069254133746171E+02
    0.471164208118861394E+00    0.166796875581572773E+00    0.830009712720937998E+01   -0.341526729089505210E-01    0.756197224465590097E+02    0.205509364302356640E+00   -0.419905163922930740E+02
    0.383313939613403099E+00    0.302164381542609661E+00    0.100242257048361907E+02   -0.552321796895247630E+00    0.757869313201449160E+02    0.472399385827784124E+00   -0.419654628527624922E+02
    0.364168108688172398E+00    0.319302800919457674E+00    0.892443180626425914E+01   -0.380247508337080209E+00    0.754703902008025125E+02    0.167965599219900119E+00   -0.419361709935498155E+02
    0.363309095653354563E+00    0.307382052600588207E+00    0.968265146713611813E+01   -0.316993734513514980E+00    0.745738448969406136E+02    0.198064433235264098E+00   -0.418410398277785873E+02
    0.443970392864616203E+00    0.170888787288165978E+00    0.989195445849950161E+01   -0.520949046441598895E-02    0.752761155227446466E+02    0.106272706168739434E+00   -0.418177055269515989E+02
    0.352643379654333733E+00    0.293860409389239186E+00    0.102189485719362523E+02   -0.367429330184476655E+00    0.751019062755985374E+02    0.207290908447289229E+00   -0.417918349518927812E+02
    0.334959767681042575E+00    0.325589483053822515E+00    0.100964737593927367E+02   -0.627314950110795522E+00    0.755466969205054113E+02    0.462294042080739653E+00   -0.417172161942208959E+02
    0.429504572447187594E+00    0.184465214298010383E+00    0.101306093379195179E+02   -0.148732348312357043E+00    0.757734800531457182E+02    0.278431268250444341E+00   -0.416793571513158625E+02
    0.429089325295957891E+00    0.198651443549598489E+00    0.889198361251678371E+01   -0.550040361368093755E+00    0.753032573163937258E+02    0.523965047958289687E+00   -0.416105487503590794E+02
    0.401429441177339474E+00    0.231392827876885032E+00    0.102122698105958918E+02   -0.126422191781893289E+00    0.755967241655476556E+02    0.255151552436646445E+00   -0.416078253108621965E+02
    0.463511590412283681E+00    0.104170145353076254E+00    0.995762928766446542E+01   -0.149760773195436236E+00    0.759515089206883545E+02    0.392427579002137705E+00   -0.415230671389909602E+02
    0.399226638204479289E+00    0.247726782861568517E+00    0.923884292002096075E+01   -0.112674595817945367E+00    0.758747014540458764E+02    0.374710319746710055E-01   -0.415067035413756358E+02
    0.435519053481848550E+00    0.138188006548515263E+00    0.963879360905585969E+01   -0.157882266204622645E+00    0.749230047663754704E+02    0.142325415077731804E+00   -0.414563666295896738E+02
    0.417810981577717677E+00    0.182749208521020834E+00    0.996218898026240751E+01   -0.178095168017714744E+00    0.752582206539421890E+02    0.735006004676723584E-01   -0.414459352571682729E+02
    0.410640982307252211E+00    0.218276617749283530E+00    0.978872029509006758E+01   -0.922876792175082450E-01    0.749217082164591233E+02    0.198553965683616940E+00   -0.414364398018159079E+02
    0.386463989388478091E+00    0.296135922470260382E+00    0.922770891630611700E+01   -0.652997981774988911E+00    0.755250650374342882E+02    0.461554005759037100E+00   -0.414091122171905894E+02
    0.424497566076854516E+00    0.202694220172931316E+00    0.926700091487009203E+01   -0.797403649041412699E-01    0.758554899403321627E+02    0.102032484461482553E+00   -0.414012829223934133E+02
    0.383294796699128859E+00    0.255259150664152057E+00    0.989526196154029414E+01   -0.296584778359643142E+00    0.750853543700785337E+02    0.134799421045704027E+00   -0.413917511172698767E+02
    0.418876566772184933E+00    0.192587505784838436E+00    0.815577349931529660E+01   -0.148300397870950729E+00    0.751198847674863117E+02    0.680171343860762889E-01   -0.413632416811311074E+02
    0.358017577971640411E+00    0.298662588004457941E+00    0.101260993371269521E+02   -0.162215391580192492E+00    0.753056081426316126E+02    0.305576050127731626E-01   -0.413616886844705505E+02
    0.360010171947906576E+00    0.345593713635561406E+00    0.835078148841642687E+01   -0.250290656563258107E+00    0.752299233082117667E+02    0.914335560955563259E-01   -0.413305115562787506E+02
    0.376423174463555055E+00    0.279960547507874080E+00    0.961434036614668130E+01   -0.161440314401812390E+00    0.757730211018271831E+02    0.210507024423869066E+00   -0.413093436025082283E+02
    0.402379065286170901E+00    0.270464203227376965E+00    0.985651132781562822E+01   -0.349304349466340369E+00    0.750388679289819436E+02    0.372363988819845726E+00   -0.413072548046353347E+02
    0.371733780395686053E+00    0.272004072001791608E+00    0.101954401263348799E+02   -0.485273058753138642E+00    0.756613360406059172E+02    0.272090930289970945E+00   -0.412947620696777591E+02
    0.467389542869615870E+00    0.115054265886622265E+00    0.854368605905195366E+01   -0.125159340298402366E+00    0.754670818582862211E+02    0.264521320901787094E+00   -0.412791315719375547E+02
    0.411649829834522141E+00    0.232667400653934486E+00    0.900978382946613543E+01   -0.352357121293092490E+00    0.749416540760564089E+02    0.319501314665178671E+00   -0.412476719795509723E+02
    0.393481109140277618E+00    0.231956892187075270E+00    0.101867872819212693E+02   -0.288164205233857995E+00    0.746860119656107884E+02    0.161150416722172812E+00   -0.412347510147902838E+02
    0.417668908269498096E+00    0.245645206723417497E+00    0.869997974083931958E+01   -0.122445339825830946E+00    0.753613236243451041E+02    0.235290563541980080E+00   -0.412288440328519386E+02
    0.342275621037709199E+00    0.323073512662890971E+00    0.980650774939731562E+01   -0.763285398529605974E+00    0.753368390676084090E+02    0.501872219166429878E+00   -0.412264284939679726E+02
    0.446614561776652319E+00    0.144140219828642169E+00    0.916724298915989522E+01   -0.370372714382960044E+00    0.749711768582326101E+02    0.399437191137395342E+00   -0.411951364754272120E+02
    0.474670630043481201E+00    0.105813260650569549E+00    0.856743679306386596E+01   -0.189105131776912572E+00    0.753130961147553393E+02    0.434320083172142102E+00   -0.411773317796889629E+02
    0.483944036844021708E+00    0.101505002722849430E+00    0.843282749485610239E+01   -0.653843497120933925E-01    0.755978308425732166E+02    0.264723220625771360E+00   -0.411741366466038130E+02
    0.344709818051958439E+00    0.333378256801220296E+00    0.101589504683744991E+02   -0.144320697190396530E+00    0.748293419162597786E+02    0.159827760297719459E-01   -0.411440831933690134E+02
    0.398408044712231124E+00    0.193242347844760132E+00    0.102391359190769062E+02   -0.846395475424430721E-01    0.746043640782628898E+02    0.587385154132071680E-01   -0.411243193644892742E+02
    0.351800660555185662E+00    0.197946649187404566E+00    0.785247209106504762E+01   -0.372958003787314141E+00    0.752303757549877048E+02    0.179726679263626316E+00   -0.411137769554966894E+02
    0.428435145359496006E+00    0.199477870404662250E+00    0.977673592539887792E+01   -0.105464100340813438E+00    0.758643942326017680E+02    0.859606148065961417E-01   -0.411081811445240390E+02
    0.376020346902810498E+00    0.294886550753923338E+00    0.988489469274856170E+01   -0.249508375170814034E+00    0.760350075009704511E+02    0.206293432334072491E+00   -0.410887485311008049E+02
    0.401316277143634270E+00    0.254001136355247403E+00    0.824845114250083000E+01   -0.424617645257280962E+00    0.753572091001947371E+02    0.416844685941877846E+00   -0.410829067964712067E+02
    0.361241848336430582E+00    0.360492115390067869E+00    0.825802855615553000E+01   -0.144606831404845870E+00    0.756103842475241947E+02    0.928412170490788002E-01   -0.410721878808977152E+02
    0.433164805820976273E+00    0.219468394541302236E+00    0.908373044774419824E+01   -0.329407581681180339E-01    0.757298820914497384E+02    0.107699562313211941E+00   -0.410555823876966173E+02
    0.366823967534062934E+00    0.306189650095708643E+00    0.971243819141113995E+01   -0.627650203738330692E+00    0.751214828766943015E+02    0.460381321534768184E+00   -0.410555766784873128E+02
    0.423903655148314795E+00    0.193104826125095386E+00    0.861389086494771838E+01   -0.119315978177954474E+00    0.751308455543499036E+02    0.764577657821601808E-01   -0.410488304987749046E+02
    0.386018102418874576E+00    0.242714670210286643E+00    0.102587792236332547E+02   -0.643596760277729274E+00    0.749471170308699755E+02    0.616438299035007353E+00   -0.410431928994562512E+02
    0.409900463965971296E+00    0.165133982862651907E+00    0.102856597058153056E+02   -0.610606843413767031E+00    0.750241245251163349E+02    0.546373300228249925E+00   -0.410416001319971997E+02
