    0.368912599890609538E+00    0.126616375466680781E+00    0.275650393023599227E+00    0.958058250009272072E+01   -0.144480635105167154E+01    0.756601208635532458E+02    0.974812543550576005E+00   -0.472886489467933444E+02
    0.386912082531652546E+00    0.134311747240448004E+00    0.202827362931041810E+00    0.101682204768513138E+02   -0.176692517062080334E+00    0.760776667868267964E+02    0.382682140255053635E-01   -0.443525046259947970E+02
    0.409481049481767390E+00    0.146161397581449526E+00    0.130091801345762703E+00    0.962280847872239775E+01   -0.177222285186402928E+00    0.752818802914520404E+02    0.136056187933949718E+00   -0.438985114456518062E+02
    0.276420370116456648E+00    0.251031370487176442E+00    0.233124927109549129E+00    0.101026695931736832E+02   -0.708273199709943402E+00    0.757003511109833340E+02    0.331206179935338962E+00   -0.438665713537965587E+02
    0.318867192366568242E+00    0.223868120606898757E+00    0.271875485718475918E+00    0.904394748097086065E+01   -0.785216918484775928E+00    0.753091230703420393E+02    0.520271155004328301E+00   -0.438223860781914283E+02
    0.377149246996335563E+00    0.250379318460049016E+00    0.152234325311109392E+00    0.977442025689667560E+01   -0.219668620825084204E+00    0.760571789029029901E+02    0.143610178417463291E+00   -0.437910926194012049E+02
    0.409808315649294319E+00    0.228015153834403073E+00    0.110718029051714392E+00    0.953915563198142635E+01   -0.258290114676387184E-01    0.750931410293147650E+02    0.781456047799837170E-02   -0.436882928805782313E+02
    0.380315051190614040E+00    0.269001955966900963E+00    0.105861037821446513E+00    0.924887985908513244E+01   -0.516626262399828118E+00    0.746755998757172534E+02    0.358825129313006086E+00   -0.435610861505619908E+02
    0.354143504772244766E+00    0.194867189803543506E+00    0.238401263595671264E+00    0.863286231530135950E+01   -0.388728301914285090E+00    0.750232089584892918E+02    0.848626617852283049E-01   -0.433579637034105545E+02
    0.336629816417564121E+00    0.249429765475992993E+00    0.224018034201038552E+00    0.100383141601279924E+02   -0.450435333991778375E+00    0.752832526996322002E+02    0.424587241993254261E+00   -0.432609589534180543E+02
    0.376373390908267491E+00    0.237340309045890374E+00    0.106890414765196382E+00    0.996344053313521627E+01   -0.398288092166007690E+00    0.751773879478220834E+02    0.106764754682223753E+00   -0.431668402204400934E+02
    0.356059764593523287E+00    0.271712285468894754E+00    0.126282261045095962E+00    0.974444931521797031E+01   -0.381168175014351629E+00    0.756041990990998869E+02    0.827216603415125984E-01   -0.430129695921631807E+02
    0.326813803467087605E+00    0.215695823738376369E+00    0.237580688737200341E+00    0.971757663315922393E+01   -0.165446486936729364E+01    0.755649444178599055E+02    0.930444889408334808E+00   -0.430056219253537222E+02
    0.360296671459347073E+00    0.211556225749563065E+00    0.188812782748374153E+00    0.102033896033221652E+02   -0.244317538253047140E+00    0.758150990648441478E+02    0.251861953926228906E-02   -0.429588169161087805E+02
    0.393931097444548572E+00    0.204133662263918492E+00    0.123229156627842104E+00    0.813468212659367751E+01   -0.253564584364279977E+00    0.750578433762234738E+02    0.248861349538768484E+00   -0.428255911915484688E+02
    0.330085637066113768E+00    0.272154594559134821E+00    0.142947211588126732E+00    0.102861965543251799E+02   -0.110646171978134911E+01    0.755142884627901054E+02    0.636951147905743698E+00   -0.426948821995796095E+02
    0.319626654919341058E+00    0.318502625992533595E+00    0.179883456269585185E+00    0.977194634688293284E+01   -0.424066349109540663E+00    0.754682475596135447E+02    0.390086254802331667E+00   -0.426783972398228570E+02
    0.418259051716355967E+00    0.105692243053022689E+00    0.229202894316611561E+00    0.857058401844094675E+01   -0.776486386648733706E-01    0.758427809113574085E+02    0.162663685087060840E-01   -0.426062758320550472E+02
    0.379264985942946053E+00    0.152824871464571466E+00    0.211658986011777572E+00    0.984148394513665714E+01   -0.375184082262777885E+00    0.750918458166959084E+02    0.198884901186848789E+00   -0.425197128187304187E+02
    0.389235956103522740E+00    0.212976354686153835E+00    0.190192939418967838E+00    0.850730504232170937E+01   -0.273815579173202650E+00    0.747650752601680750E+02    0.203225415320751501E+00   -0.424172057233701025E+02
    0.359799699256556638E+00    0.295226929005180549E+00    0.122003556923316700E+00    0.829873835007253469E+01   -0.416917256192518515E+00    0.758513241350546110E+02    0.222754729073848801E+00   -0.423455764385575861E+02
    0.337094086666562764E+00    0.316921149173810479E+00    0.139352921230079529E+00    0.955045495873113559E+01   -0.760519291267323094E+00    0.756228055539660602E+02    0.579071138923767048E+00   -0.423274369454972046E+02
    0.322841143481569282E+00    0.222971627712397757E+00    0.270700757121288438E+00    0.839731816333800474E+01   -0.250197260696122914E+00    0.753912724099428004E+02    0.143129292375965573E-01   -0.420744758583361786E+02
    0.372636682153386578E+00    0.270541998766492764E+00    0.107517874037085931E+00    0.991270458378424379E+01   -0.613132061256555616E+00    0.753240029310023687E+02    0.395046913409338063E+00   -0.419758104553663429E+02
    0.319677326472494472E+00    0.168860626322032081E+00    0.293739910040876739E+00    0.939444624119342819E+01   -0.655613459596942061E+00    0.750650200289275489E+02    0.363659428264562212E+00   -0.419563898656972967E+02
    0.376560366400390534E+00    0.141722115562330331E+00    0.211640318013060852E+00    0.958113584782245731E+01   -0.227904657165042046E+00    0.746241950527303146E+02    0.326574230661031834E-01   -0.418587038984388613E+02
    0.325566764800201691E+00    0.310321000214575871E+00    0.220125139051827179E+00    0.865874980652843362E+01   -0.280872700820172128E+00    0.757966397326445644E+02    0.196383439003409405E+00   -0.418520864671164219E+02
    0.429132062714208284E+00    0.175999127119000565E+00    0.106091231053663929E+00    0.101791983639887569E+02   -0.142361009444143871E+00    0.754858750527512115E+02    0.286277812007893484E+00   -0.418366726379149512E+02
    0.368423876871505906E+00    0.179275930266386274E+00    0.232302265936176366E+00    0.888521059060187213E+01   -0.203428246737717533E+00    0.749031259332014940E+02    0.898003555556509125E-01   -0.417588697193447871E+02
