GJ_876_d	5.853959510896856	0.38979571758561815	1.1271752931613275	1.6129895423217193	2.2801514874062425	3.2134348214510258	4.561044117311863	0.35	0.037	0.041	0.8099423859288342	1.7127324285575958	3.5301132601655496	7.263019679562363	15.286996734276494	10.16	51.26590609270514	15.798850496550271	33.40880048936282	68.85888749887647	141.6734869842835	298.19031593107354	1.0622869325474353	0.1302872085218134	0.13690248421630402	N/A	1
HD_7924_d	6.477134322587125	0.8705314803655718	1.1797904869168907	1.6957094342157055	2.4128718972360577	3.4221808032929153	4.900915569399404	0.7821	0.0258	0.0258	0.1910576257844985	0.39378999829966416	0.7991887930898631	1.6160669651813246	3.317090451215658	7.185	39.33357927325861	4.857366894001209	10.011547526959664	20.318232102340122	41.08619136728364	84.33228077646167	4.324200312406616	0.15714876417505952	0.15798762968554403	2.8979	0
GJ_3341_b	6.617323229888521	0.9526171547654916	1.1876403437115959	1.7128263365070526	2.4402339175053742	3.470587948756744	4.977863662021909	0.439	0.027	0.027	0.6037712798715674	1.2687392575304914	2.604717573404754	5.321674887268256	11.122117493830213	12.09	169.6209603047042	3.5595322582006554	7.479849514183565	15.356106749576725	31.37392264321868	65.57041932701378	2.445947493201947	0.16571494691025013	0.1678354418358654	3.0517	0
HD_215497_b	6.628065431354825	0.7938995390177763	1.1987470222754537	1.7237387596935636	2.4393021967699309	3.456520422302215	4.924864203358195	1.10659	0.0516001	0.0516001	0.09729875857088711	0.2028841489261513	0.4091747093699718	0.8259412833866427	1.67543459079906	9.1044	44.14846902363493	2.203898815127612	4.595496818191749	9.268151725735262	18.708265578688	37.950004334286525	3.2111044884650064	0.16046212384075131	0.1620027132240911	13.1086	0
HD_40307_c	6.720804318569851	0.37386357085467514	1.2274615345553244	1.7509075214322878	2.4724104126820716	3.476145413454926	4.962317950889536	0.839223	0.0516617	0.0516617	0.17580329121219312	0.3628447137622585	0.7299239244551525	1.4635043723201218	3.031988417504516	7.17	37.389532385792904	4.701938751151486	9.704446421483745	19.522146383743102	39.142088144333606	81.09190524823457	3.3591541339374595	0.22451677387331426	0.2276701476941354	4.8632	0
GJ_163_c	6.849710736165512	0.9859020884804659	1.2126279502779318	1.746714636448901	2.4849619045385498	3.529981391032403	5.0564707328567025	0.425	0.055	0.062	0.6170707317444656	1.3404715213110387	2.842586078572514	6.068101370579551	13.108072087880954	11.811	135.45668328811234	4.555483840040394	9.895942295146085	20.98520360583773	44.79735678802115	96.7694747109707	2.705890193762858	0.42912588274142616	0.45239925347295795	N/A	1
GJ_3634_b	7.051746756051019	0.8715135336948879	1.2500117152850814	1.7867562133402046	2.5305844366670791	3.590048942642265	5.1174694481850755	0.43	0.03	0.03	0.6921508609128979	1.4349892113781197	2.9212269536364293	5.94245156860322	12.323418753956213	11.95	151.21691514451965	4.577205270001717	9.489607759863935	19.318122915313943	39.29753204477128	81.49497522931603	1.305659515654025	0.10949928908766249	0.1147619028228739	7.5565	0
HD_181433_b	7.542773420709048	0.6779727518328814	1.3056664305581804	1.867950040313513	2.641800762024205	3.740208897826343	5.340084089745602	1.00831	0.0697642	0.0697642	0.13725397268084072	0.28498542883933664	0.5808201320982789	1.1746070046868642	2.4216642941482376	8.38	39.14336326926322	3.506443014022188	7.28055550257526	14.838278665603573	30.00782014071867	61.86653603293757	4.244360627541404	0.3258215149066821	0.32407179990622215	5.9	0
HD_1461_b	7.628997067389775	1.7267516787184896	1.2292714737327399	1.812902038787322	2.6297399901925864	3.809676497374517	5.517890557408702	1.12553	0.0393936	0.0393936	0.09960604724615663	0.21687748504086685	0.4584821226440994	0.963612580009401	2.0298220654728687	6.6029	42.23175325284615	2.358558183691884	5.135412772053234	10.856336460840652	22.817252559706592	48.063883431978326	3.5415673557741036	0.13454552550813492	0.13565627230166033	N/A	3
HD_97658_b	7.865643316259917	0.7300247564527468	1.3447685582521551	1.9221967443386443	2.716671436193288	3.836633780839582	5.475396362662862	0.703	0.033999999999999996	0.039	0.29908588715160067	0.6168474282024193	1.2424731861991523	2.5034537113034885	5.157176257435158	7.7	39.27431554204675	7.615304888799446	15.706128030214241	31.635769307525447	63.74277124252648	131.31167752405332	2.839310687596556	0.15715172223170892	0.16595531378819706	4.0716	0
HD_7924_c	7.894628191222255	0.7511690956111279	1.3455439514086558	1.916063567737283	2.716868687972776	3.8269564043224715	5.425933871933617	0.7821	0.0258	0.0258	0.24617612030870084	0.502576095096592	1.0140301996887602	2.0157774135969406	4.092101513077284	7.185	39.33357927325861	6.258675789418089	12.777278457297024	25.780267609110275	51.248257871293966	104.03582864017024	3.6350517023472877	0.13103233209749243	0.13211014352177086	3.3738	0
GJ_176_b	8.262246665662348	1.0785646997087477	1.3626818302476837	1.954285863296304	2.7868004626108946	3.959456177214878	5.660392711540058	0.509	0.051	0.057	0.5592198459016365	1.1955276148522544	2.4878368950648895	5.201747689348277	11.01583194820999	9.97	47.89031406060296	11.677097067978504	24.963870843264253	51.94864439428499	108.61794898161888	230.02212794574635	2.1841703228532556	0.2527498836029234	0.26322156730230306	N/A	1
55_Cnc_e	8.324379813196746	0.39241452646379427	1.3986491611539011	1.9913819294897326	2.8103609885097704	3.951435314838211	5.620543849194698	0.943	0.01	0.01	0.18452478549233675	0.37427695212442175	0.7446348481666341	1.474026874854018	2.973996893567393	5.96	39.03206402319241	4.727518006290782	9.58896131913574	19.077516570073783	37.76451263192661	76.19368762564741	1.6003236038164816	0.019842967060230254	0.019890740142703534	28.3402	0
HD_7924_b	8.696956226775132	0.5547902114090589	1.4317650435602178	2.0426616557362824	2.87433508057089	4.055393045798353	5.774690689264897	0.7821	0.0258	0.0258	0.28050303294746776	0.5708270868968696	1.134510139901642	2.2618505468237826	4.612954787961547	7.185	39.33357927325861	7.13138845053369	14.512462314482349	28.843297784317123	57.50431536144304	117.27777825441169	2.5611342134206017	0.09309480291947692	0.0928979006406867	6.2534	0
HD_40307_d	8.923019182484683	0.5145768755649291	1.4507447512772902	2.0712051114588195	2.9204367405703486	4.11958495816245	5.863036278854041	0.839223	0.0516617	0.0516617	0.24506564426482838	0.5066141875143326	1.017655310106581	2.058491547887766	4.22091609262363	7.17	37.389532385792904	6.554391794371498	13.549626197166175	27.217652780628647	55.05528998458247	112.89031510400686	4.319139418397518	0.2877013796620007	0.290692010191389	2.9406	0
HD_69830_b	10.058514371798733	0.5466636406548157	1.5706260201989293	2.2289883708776461	3.1318239214078518	4.415552215722262	6.267680154889595	0.921634	0.0331574	0.0331574	0.24238564224039616	0.4892737963923928	0.9696771543411663	1.935538522460449	3.9157250887721045	5.95	40.62526881558898	5.966376329487485	12.043582988050177	23.86881816691083	47.64370990987098	96.38644131923967	3.515873862965148	0.13288857003845322	0.13272617250991958	5.3354	0
61_Vir_c	10.607034061464296	1.2072836055036658	1.6050442686207511	2.2901073844632669	3.234339931543647	4.581728957288003	6.553842407017644	0.978547	0.0342491	0.0342491	0.22445254521270902	0.45786303585124954	0.9173176341356264	1.850113344916999	3.7970249271679197	4.866	41.83440478976875	5.365262069357859	10.944652807949764	21.927349958615178	44.22468430504533	90.76321143444453	5.92810703032962	0.22476514700687567	0.22727949579389062	N/A	3
GJ_163_b	10.766355528773728	0.8485353926885608	1.6220928935261527	2.3116769250727556	3.2566715396207573	4.6037028418181665	6.549373357856451	0.425	0.055	0.061	1.10255630757722	2.35222157552354	4.900040616741229	10.304485012361663	22.260545534934177	11.811	135.45668328811234	8.139548974723642	17.365120113862783	36.17422557378722	76.07217866426221	164.33700423320317	1.8864402266362201	0.2967315306844951	0.31246002367124737	N/A	1
mu_Ara_d	10.992418484483279	0.6318956995078838	1.6548050721229664	2.3489573535247539	3.3075665231164886	4.662341234888292	6.632427792742156	1.25035	0.0417071	0.0417071	0.14582946120165394	0.29467939006576715	0.5879115376171798	1.1711318587933457	2.3868902486443284	5.12	41.859172960993064	3.483811334197805	7.039780512156019	14.044986941453232	27.977902475155872	57.02191610112743	4.510256936110455	0.17714745379276486	0.18221020304296687	5.8447	0
GJ_674_b	11.085125590037158	0.44419003063171636	1.6612670079261442	2.366989427181347	3.3232679856493119	4.669940058260659	6.665310213823068	0.378	0.04	0.044	1.5229746534218263	3.1670722122621444	6.463127711543767	13.22828474449519	28.112281734373514	9.36	40.62261121378665	37.49081134658704	77.96328492017993	159.10172976153456	325.63846461956945	692.0353196013325	1.492117028508461	0.18335405398304672	0.19062842910586486	N/A	2
HIP_57274_b	11.622807733252987	1.3108981771617958	1.6804425546100359	2.4074255734216092	3.3970721134343898	4.820947915585532	6.9013939664353	0.68	0.03	0.03	0.5095987223248044	1.0456103178154093	2.1004460081012586	4.23996199819843	8.779257374329333	8.96	38.84590700517882	13.118466309896334	26.916872289170943	54.071230923279344	109.14823015030053	226.002120974004	2.670361233092975	0.13871264126960403	0.14169967370694803	5.4341	0
HD_69830_c	11.68640283719996	0.809008540725118	1.7137004798280766	2.4344134858246114	3.4187840757179471	4.818683396346602	6.874031547933776	0.921634	0.0331574	0.0331574	0.28834274249555764	0.5841108926780156	1.1544356459461769	2.302530827343803	4.706990816653537	5.95	40.62526881558898	7.097620542634119	14.378019141965085	28.416689405466524	56.677306870158155	115.86362266352171	5.427707188917268	0.2034543292476716	0.20502540326404706	2.1499	0
HD_10180_d	11.967352721703323	0.772316612935623	1.7248905288657639	2.4724313320147626	3.4858954260332104	4.899013565349133	6.981296817533124	1.10851	0.036053	0.036053	0.20298391116562658	0.4158205559893198	0.8305183829607148	1.6476808928946103	3.360107258626388	7.33	42.75587754629675	4.747508946479518	9.725459512298924	19.424659967776734	38.53694480040726	78.58819538876287	4.879651710557577	0.18237421718086555	0.18411206270099623	3.5422	0
GJ_876_e	12.46762784975394	1.6214717480164709	1.7444512960532688	2.500635478458165	3.5416422150389564	5.027307372496006	7.184454971696126	0.349	0.044	0.049	1.904403886049818	4.072962118608333	8.58245393685488	18.148347600702508	39.508179427575485	10.16	51.26590609270514	37.14757099203606	79.44777395025685	167.41055783418827	354.0042297874244	770.6521241647827	4.058703703552781	0.6186620297148009	0.6513284377149269	N/A	1
HD_10180_c	13.191105584011247	0.6200188927387766	1.8523571643224237	2.6204525276066586	3.6848703608900142	5.18630882825652	7.380471757858505	1.10851	0.036053	0.036053	0.23411734042962096	0.4686995432228243	0.9293415913698964	1.8392064468321516	3.7468332098770265	7.33	42.75587754629675	5.475676184545971	10.962224847690447	21.735996188210386	43.01645884453264	87.63317290868127	3.4238045936872235	0.1267913466570203	0.12968580328952006	7.4561	0
HD_125595_b	13.245452224565632	1.3726086286029926	1.8298869008031648	2.610163538728391	3.6804051357822452	5.2159576542418	7.48832803556895	1.03336	0.0575489	0.0575489	0.25844518290796636	0.5318338220665888	1.068034685888857	2.159515967318582	4.5065045188218225	9.03	41.583247448611075	6.21512745553014	12.78961732663697	25.68425391039368	51.93235497028773	108.37307798990443	4.143974568649174	0.24618765780536744	0.24728219858574096	5.9236	0
GJ_3470_b	13.979354343677814	1.6389675524756453	1.8688723206524147	2.6845230069356218	3.7904958492979133	5.3692662020504285	7.675434871201929	0.503	0.063	0.063	1.0840938273865928	2.311150403730578	4.820078828298892	10.143680311956764	21.91467942487803	12.33	208.67378628188305	5.195160574324198	11.075422768284866	23.098631189773783	48.61022791935334	105.0188421619714	1.4599491596537326	0.2184614323103231	0.22492567317438517	6.5543	0
BD_-8_2823_b	14.600812945666364	1.005749735864216	1.9514782229600012	2.769223577470147	3.9035238976967177	5.491316902276732	7.8295071562778285	1.27853	0.066197	0.066197	0.19353575936774783	0.39189964480602724	0.7849197224373377	1.5692158617630318	3.210929284048527	9.9889	51.09317736182225	3.787898294075586	7.670293081026153	15.36251536832086	30.712825915101114	62.84458023250267	4.346658300368916	0.27518191385017055	0.28833054082421583	11.687	0
HD_4308_b	15.171802269759967	0.9009083920859696	2.0055194833857586	2.850279045257585	3.9959466920812088	5.637720496437093	8.024120377755663	0.82259	0.0309323	0.0309323	0.49532414631573024	1.0070417774134601	1.984239555773757	3.9628861960249337	8.09019532900509	6.55	42.20685074236147	11.735633850989776	23.85967585121743	47.01226272213313	93.8920134130626	191.67967253442242	3.665162205229906	0.1491573480534938	0.15079548413283606	3.2022	0
HD_77338_b	15.831684900070302	4.666946248870142	1.7389577268140495	2.7004328561722044	4.0212612346941503	5.903208261035167	8.668985660160214	0.88	0.04	0.04	0.32593814510262137	0.7857638188402969	1.7523278362566956	3.797130176118911	8.213040561429551	8.59	44.081984158051824	7.393908221871337	17.82505560600481	39.751564493419544	86.13791435759009	186.31286041895174	2.8009750464952075	0.14338751858239496	0.14436187671167788	6.3086	0
GJ_581_b	15.859652761876067	0.7185293296173546	2.0490847580360287	2.9187927837742813	4.1052007764799772	5.783108679355938	8.209211067730212	0.299	0.01	0.01	3.918039137650853	7.982284851128165	15.829152194660384	31.56653118805347	63.82551638107036	10.57	61.24766752739897	63.97042199032527	130.32798102160078	258.44497976317643	515.3915644858195	1042.0889310195887	1.3499650243060173	0.055620608129637095	0.05639691600192842	3.3192	0
HD_102365_b	16.20146452746811	2.575776508988651	2.0085665525380794	2.896314669838868	4.1226713806779856	5.888755821841397	8.458970189150097	0.828702	0.0290046	0.0290046	0.49241778236014183	1.0232757355403335	2.076737677347645	4.260727705795435	8.812401164170897	4.89	41.83649036697057	11.770054754614407	24.458928714254622	49.63938559691436	101.84237894771474	210.63911161936724	7.946809629738252	0.3023031179502871	0.30387469549241963	N/A	3
HD_192310_b	16.884261735462488	0.8836922662448528	2.1305865682744858	3.028664181004155	4.2558917663812603	5.995466760717735	8.531504737574515	0.847025	0.0363882	0.0363882	0.5278885089784151	1.0685208190865962	2.1204458465521254	4.227229320209331	8.62948555682516	5.73	38.7046317164359	13.638897609100553	27.607052998591108	54.78532548991234	109.21766033531954	222.95743879047563	6.7128920343833975	0.32193544994731305	0.32543348020366825	1.26	0
HD_69830_d	17.90492978306719	1.6623461424123729	2.1803504783581018	3.1095399744841887	4.4030745196482468	6.207584021692363	8.829577539165678	0.921634	0.0331574	0.0331574	0.4669185084649171	0.955623595265756	1.9188604772328604	3.8331109703289514	7.790726657155315	5.95	40.62526881558898	11.493302618732415	23.522886694082825	47.23317612846277	94.35287647519728	191.77046415421648	9.931602927649218	0.37156367730553796	0.3707941414846161	0.6516	0
HD_90156_b	17.96601413578387	1.4899528778748619	2.2043295394918991	3.1301212687288578	4.418899453882537	6.223577092707913	8.891028597620712	0.920961	0.0298949	0.0298949	0.47616784213873714	0.9666361959528731	1.9342555425774761	3.8536564630647674	7.871078784089609	6.92	42.412968179057955	11.226939838977179	22.791052771217373	45.60528596846811	90.86033419767986	185.5818897385275	6.607887873035422	0.24669405029203428	0.2532259180656524	2.4321	0
HD_125612_c	18.454561830872752	3.282282836195641	2.1512920286901078	3.1135404415803904	4.4422308456053927	6.357529794486397	9.147279899085822	1.0426	0.0371672	0.0371672	0.35510388916292673	0.7464543820264076	1.5236639267962597	3.1302456759158166	6.519400918479624	8.31	44.56181823260078	7.968792640133744	16.750985745916275	34.19213998053539	70.24501692405752	146.30015508905169	2.952243043050785	0.12276931942804747	0.1250832777763411	12.7033	0
HD_190360_c	18.74285327910013	2.1198622235613134	2.2371439516878828	3.193213979603609	4.515660044430792	6.390892189134239	9.16068887078057	1.07528	0.0369028	0.0369028	0.3609435947459089	0.7387994300488601	1.4822229524467732	2.9778667677592776	6.143732012054812	5.73	41.95129525932601	8.603872479138033	17.610884848296088	35.331994954727094	70.98390524896323	146.44916144011134	5.019062010547978	0.1883800884011908	0.1913434194425747	4.1797	0
GJ_687_b	18.75718680827558	2.5644908411168017	2.2124743836310579	3.1785020918321023	4.5065264439360386	6.401191149799709	9.186099674874812	0.4183	0.007	0.007	2.347436295557822	4.838997989729271	9.73613379971263	19.668122055436626	40.66207841764745	9.15	39.010722238762156	60.174130619538815	124.0427685525162	249.57584071690246	504.17221027232927	1042.3308281445877	3.31327077227558	0.1211170476969694	0.1354605608979118	1.1767	0
HD_219828_b	19.774072838204276	1.5586648292658432	2.3339094921950885	3.3107474972199413	4.6594158581556342	6.574229155722933	9.41032800284338	1.4682	0.0471105	0.0471105	0.2107568678772407	0.42540089846537743	0.8456344528805231	1.6902654106249206	3.476674297182036	8.04	43.8562118315113	4.805633206236225	9.699900668568938	19.281976658844094	38.54107183535722	79.27438672858645	3.7539450333662887	0.14008001685368887	0.14273692892396195	13.2277	0
HD_16417_b	21.280841392989856	1.88701388319775	2.4367712440456941	3.4614932738152526	4.875856317469166	6.881760142788673	9.83194665102577	1.45645	0.0466064	0.0466064	0.23408949256582667	0.4728758834629544	0.9416951608903508	1.8844967419774574	3.8390634123864316	5.78	41.96160466399243	5.578659215735394	11.269251670652451	22.441829106178737	44.91002565482341	91.48990948100611	6.504865700065596	0.21946464942260313	0.22001324096002683	6.2106	0
HD_10180_g	21.414896439690672	2.972700853168625	2.4052806151978223	3.433926350518786	4.8717771904320437	6.9191818586882725	9.887988121628267	1.10851	0.036053	0.036053	0.3932520331782871	0.8026697344517219	1.6243590065536946	3.287152554658999	6.711792764814315	7.33	42.75587754629675	9.197613421744588	18.773319143843512	37.99147859366967	76.88188720017774	156.9794178016035	16.062882805493814	0.5992759587843501	0.6067212349054358	0.3615	0
HD_47186_b	22.629496183589435	0.8767988239429547	2.5525639659994899	3.6136974808497477	5.0672115044604791	7.124503076282336	10.161498243327783	1.13117	0.0371824	0.0371824	0.42609938540739384	0.8547460072008527	1.6843525374711144	3.346068982107569	6.826205670842898	7.6	43.07825918832664	9.891286078775865	19.841702596758413	39.09982829407231	77.67419215988858	158.46057383610955	3.1820992990765506	0.11992139658568979	0.12272550822389494	10.8894	0
61_Vir_d	22.753412880385657	2.9493508667269257	2.4925767301450623	3.5614425627787676	5.0535159594033807	7.178900348161302	10.308151780836102	0.978547	0.0342491	0.0342491	0.5405209654494713	1.1065803198260555	2.242569111480317	4.534709907991708	9.357529587853813	4.866	41.83440478976875	12.920488965141535	26.451441711361145	53.60585677625734	108.39666372164429	223.6802372324499	9.265681296351628	0.3536791018101102	0.35515294418831544	N/A	3
GJ_436_b	23.057976539118204	1.0116007396806266	2.5769084968760407	3.6459742090361424	5.1156958352593658	7.205000010428679	10.230382445195689	0.464	0.011000000000000001	0.009	2.5995846965696288	5.2015033311730114	10.276554764036263	20.37522231680686	41.286121650734664	10.68	64.72000631758681	40.1666323055229	80.36932669086546	158.78482325246225	314.8210804681297	637.9189990826021	1.496912651739399	0.03706839289674435	0.035775448602143545	7.5011	0
HD_192310_c	23.39362266244853	3.1296545867229084	2.5331125415085136	3.618905222047547	5.1258885671223844	7.288575949119478	10.507343212385017	0.847025	0.0363882	0.0363882	0.7432219055729985	1.5274168187739372	3.077082157806104	6.2678057687243145	12.98413779774637	5.73	38.7046317164359	19.20240220907178	39.46341176850213	79.50165190434878	161.93942406284916	335.46728703874123	13.467513899359007	0.6449798061132856	0.6512960231924136	0.4812	0
